,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
3293,b3789 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.3,Blattner Laboratory
3295,b3806 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.48,Blattner Laboratory
3297,b3821 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.54,Blattner Laboratory
3299,b3829 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.15,Blattner Laboratory
3300,b3831 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.73,Blattner Laboratory
3302,b3849 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.13,Blattner Laboratory
3303,b3857 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.87,Blattner Laboratory
3304,b3860 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.23,Blattner Laboratory
3306,b3867 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.0,Blattner Laboratory
3309,b3870 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.22,Blattner Laboratory
3310,b3892 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.84,Blattner Laboratory
3311,b3893 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.55,Blattner Laboratory
3312,b3894 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.11,Blattner Laboratory
3315,b3902 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.03,Blattner Laboratory
3316,b3903 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.8,Blattner Laboratory
3317,b3904 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.54,Blattner Laboratory
3320,b3908 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.65,Blattner Laboratory
3321,b3909 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.56,Blattner Laboratory
3324,b3916 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.88,Blattner Laboratory
3325,b3917 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.44,Blattner Laboratory
3326,b3919 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.46,Blattner Laboratory
3327,b3924 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.46,Blattner Laboratory
3328,b3925 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
3329,b3926 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.11,Blattner Laboratory
3330,b3927 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.92,Blattner Laboratory
3332,b3930 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.39,Blattner Laboratory
3335,b3942 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.99,Blattner Laboratory
3336,b3945 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.81,Blattner Laboratory
3339,b3952 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.49,Blattner Laboratory
3340,b3957 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.11,Blattner Laboratory
3341,b3958 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.15,Blattner Laboratory
3342,b3959 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
3344,b3991 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.71,Blattner Laboratory
3345,b3992 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.67,Blattner Laboratory
3346,b3993 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.73,Blattner Laboratory
3347,b3994 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.55,Blattner Laboratory
3350,b4005 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,2.19,Blattner Laboratory
3351,b4006 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.8,Blattner Laboratory
3352,b4013 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.15,Blattner Laboratory
3355,b4025 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.3,Blattner Laboratory
3356,b4033 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.48,Blattner Laboratory
3357,b4035 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.79,Blattner Laboratory
3359,b4039 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.81,Blattner Laboratory
3360,b4041 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.06,Blattner Laboratory
3363,b4054 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,2.48,Blattner Laboratory
3365,b4070 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.37,Blattner Laboratory
3366,b4071 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.34,Blattner Laboratory
3367,b4072 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.82,Blattner Laboratory
3368,b4073 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.55,Blattner Laboratory
3369,b4090 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.45,Blattner Laboratory
3370,b4094 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.44,Blattner Laboratory
3371,b4095 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.91,Blattner Laboratory
3372,b4096 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.52,Blattner Laboratory
3374,b4100 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.37,Blattner Laboratory
3375,b4104 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.0,Blattner Laboratory
3376,b4105 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.84,Blattner Laboratory
3377,b4106 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.96,Blattner Laboratory
3380,b4111 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.88,Blattner Laboratory
3383,b4117 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.11,Blattner Laboratory
3385,b4119 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
3386,b4120 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,0.12,Blattner Laboratory
3387,b4129 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.3,Blattner Laboratory
3388,b4138 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.8,Blattner Laboratory
3389,b4173 mutant Biolog assay,OD600 growth,2’-Deoxy Guanosine,1.81,Blattner Laboratory
3395,b3091 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.84,Blattner Laboratory
3396,b3093 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.94,Blattner Laboratory
3399,b3132 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.01,Blattner Laboratory
3400,b3137 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.85,Blattner Laboratory
3404,b3161 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.76,Blattner Laboratory
3407,b3172 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3411,b3213 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.88,Blattner Laboratory
3412,b3224 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.92,Blattner Laboratory
3413,b3225 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.66,Blattner Laboratory
3415,b3236 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.16,Blattner Laboratory
3419,b3265 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.61,Blattner Laboratory
3431,b3336 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.17,Blattner Laboratory
3435,b3359 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.25,Blattner Laboratory
3439,b3396 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.13,Blattner Laboratory
3440,b3403 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.72,Blattner Laboratory
3443,b3409 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.21,Blattner Laboratory
3444,b3415 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.2,Blattner Laboratory
3445,b3416 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.51,Blattner Laboratory
3448,b3426 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.68,Blattner Laboratory
3449,b3429 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.89,Blattner Laboratory
3450,b3430 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.05,Blattner Laboratory
3451,b3431 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.28,Blattner Laboratory
3453,b3437 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3455,b3450 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.66,Blattner Laboratory
3456,b3451 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.61,Blattner Laboratory
3457,b3454 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.22,Blattner Laboratory
3458,b3456 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.1,Blattner Laboratory
3461,b3500 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.71,Blattner Laboratory
3463,b3517 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.89,Blattner Laboratory
3464,b3519 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.39,Blattner Laboratory
3465,b3542 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.39,Blattner Laboratory
3466,b3543 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.4,Blattner Laboratory
3467,b3544 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.08,Blattner Laboratory
3469,b3551 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.12,Blattner Laboratory
3471,b3564 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.7,Blattner Laboratory
3472,b3565 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.85,Blattner Laboratory
3473,b3566 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.28,Blattner Laboratory
3474,b3567 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.18,Blattner Laboratory
3475,b3568 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.39,Blattner Laboratory
3477,b3571 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.25,Blattner Laboratory
3478,b3572 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.91,Blattner Laboratory
3479,b3580 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.07,Blattner Laboratory
3480,b3588 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.05,Blattner Laboratory
3481,b3600 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.34,Blattner Laboratory
3482,b3603 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.01,Blattner Laboratory
3484,b3605 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.97,Blattner Laboratory
3485,b3653 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.61,Blattner Laboratory
3487,b3671 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.94,Blattner Laboratory
3493,b3721 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.49,Blattner Laboratory
3494,b3725 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.04,Blattner Laboratory
3495,b3731 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.32,Blattner Laboratory
3499,b3750 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.17,Blattner Laboratory
3500,b3751 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.76,Blattner Laboratory
3502,b3771 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.12,Blattner Laboratory
3504,b3787 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.28,Blattner Laboratory
3505,b3789 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.54,Blattner Laboratory
3507,b3806 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.56,Blattner Laboratory
3509,b3821 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.62,Blattner Laboratory
3511,b3829 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.15,Blattner Laboratory
3512,b3831 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.97,Blattner Laboratory
3514,b3849 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.17,Blattner Laboratory
3515,b3857 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.04,Blattner Laboratory
3516,b3860 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.17,Blattner Laboratory
3518,b3867 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.97,Blattner Laboratory
3521,b3870 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.22,Blattner Laboratory
3522,b3892 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,2.05,Blattner Laboratory
3523,b3893 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.65,Blattner Laboratory
3524,b3894 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3527,b3902 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.78,Blattner Laboratory
3528,b3903 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.96,Blattner Laboratory
3529,b3904 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.65,Blattner Laboratory
3532,b3908 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.79,Blattner Laboratory
3533,b3909 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.46,Blattner Laboratory
3536,b3916 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.98,Blattner Laboratory
3537,b3917 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.35,Blattner Laboratory
3538,b3919 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.61,Blattner Laboratory
3539,b3924 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.28,Blattner Laboratory
3540,b3925 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3541,b3926 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3542,b3927 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.73,Blattner Laboratory
3544,b3930 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.5,Blattner Laboratory
3547,b3942 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.17,Blattner Laboratory
3548,b3945 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.87,Blattner Laboratory
3551,b3952 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.49,Blattner Laboratory
3552,b3957 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.12,Blattner Laboratory
3553,b3958 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.16,Blattner Laboratory
3554,b3959 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.12,Blattner Laboratory
3556,b3991 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.79,Blattner Laboratory
3557,b3992 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.62,Blattner Laboratory
3558,b3993 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.85,Blattner Laboratory
3559,b3994 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.54,Blattner Laboratory
3562,b4005 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,2.72,Blattner Laboratory
3563,b4006 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.77,Blattner Laboratory
3564,b4013 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.27,Blattner Laboratory
3567,b4025 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.32,Blattner Laboratory
3568,b4033 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.64,Blattner Laboratory
3569,b4035 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.86,Blattner Laboratory
3571,b4039 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.89,Blattner Laboratory
3572,b4041 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.92,Blattner Laboratory
3575,b4054 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,2.19,Blattner Laboratory
3577,b4070 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.29,Blattner Laboratory
3578,b4071 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.29,Blattner Laboratory
3579,b4072 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.93,Blattner Laboratory
3580,b4073 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.66,Blattner Laboratory
3581,b4090 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.46,Blattner Laboratory
3582,b4094 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.4,Blattner Laboratory
3583,b4095 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.96,Blattner Laboratory
3584,b4096 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.26,Blattner Laboratory
3586,b4100 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.5,Blattner Laboratory
3587,b4104 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.03,Blattner Laboratory
3588,b4105 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.93,Blattner Laboratory
3589,b4106 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.88,Blattner Laboratory
3592,b4111 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.75,Blattner Laboratory
3595,b4117 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3597,b4119 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.12,Blattner Laboratory
3598,b4120 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,0.11,Blattner Laboratory
3599,b4129 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.23,Blattner Laboratory
3600,b4138 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.78,Blattner Laboratory
3601,b4173 mutant Biolog assay,OD600 growth,2’-DeoxyInosine,1.84,Blattner Laboratory
3607,b3091 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.88,Blattner Laboratory
3608,b3093 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.13,Blattner Laboratory
3611,b3132 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.21,Blattner Laboratory
3612,b3137 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.1,Blattner Laboratory
3616,b3161 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.98,Blattner Laboratory
3619,b3172 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.12,Blattner Laboratory
3623,b3213 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.04,Blattner Laboratory
3624,b3224 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.14,Blattner Laboratory
3625,b3225 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.63,Blattner Laboratory
3627,b3236 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.17,Blattner Laboratory
3631,b3265 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.85,Blattner Laboratory
3643,b3336 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.24,Blattner Laboratory
3647,b3359 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.24,Blattner Laboratory
3651,b3396 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.17,Blattner Laboratory
3652,b3403 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.48,Blattner Laboratory
3655,b3409 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.14,Blattner Laboratory
3656,b3415 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.3,Blattner Laboratory
3657,b3416 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.58,Blattner Laboratory
3660,b3426 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.48,Blattner Laboratory
3661,b3429 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.36,Blattner Laboratory
3662,b3430 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.09,Blattner Laboratory
3663,b3431 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.18,Blattner Laboratory
3665,b3437 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.12,Blattner Laboratory
3667,b3450 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.56,Blattner Laboratory
3668,b3451 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.6,Blattner Laboratory
3669,b3454 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.48,Blattner Laboratory
3670,b3456 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.03,Blattner Laboratory
3673,b3500 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.35,Blattner Laboratory
3675,b3517 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.87,Blattner Laboratory
3676,b3519 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.75,Blattner Laboratory
3677,b3542 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.31,Blattner Laboratory
3678,b3543 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.44,Blattner Laboratory
3679,b3544 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.44,Blattner Laboratory
3681,b3551 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.25,Blattner Laboratory
3683,b3564 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.37,Blattner Laboratory
3684,b3565 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.21,Blattner Laboratory
3685,b3566 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.36,Blattner Laboratory
3686,b3567 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.53,Blattner Laboratory
3687,b3568 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.97,Blattner Laboratory
3689,b3571 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.16,Blattner Laboratory
3690,b3572 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.35,Blattner Laboratory
3691,b3580 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.2,Blattner Laboratory
3692,b3588 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.64,Blattner Laboratory
3693,b3600 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.72,Blattner Laboratory
3694,b3603 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.19,Blattner Laboratory
3696,b3605 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.16,Blattner Laboratory
3697,b3653 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.2,Blattner Laboratory
3699,b3671 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.83,Blattner Laboratory
3705,b3721 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.65,Blattner Laboratory
3706,b3725 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.4,Blattner Laboratory
3707,b3731 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.44,Blattner Laboratory
3711,b3750 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.39,Blattner Laboratory
3712,b3751 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.97,Blattner Laboratory
3714,b3771 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.13,Blattner Laboratory
3716,b3787 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.62,Blattner Laboratory
3717,b3789 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.75,Blattner Laboratory
3719,b3806 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.57,Blattner Laboratory
3721,b3821 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.7,Blattner Laboratory
3723,b3829 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.15,Blattner Laboratory
3724,b3831 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.73,Blattner Laboratory
3726,b3849 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.24,Blattner Laboratory
3727,b3857 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.83,Blattner Laboratory
3728,b3860 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.35,Blattner Laboratory
3730,b3867 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.27,Blattner Laboratory
3733,b3870 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.31,Blattner Laboratory
3734,b3892 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.63,Blattner Laboratory
3735,b3893 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.36,Blattner Laboratory
3736,b3894 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.11,Blattner Laboratory
3739,b3902 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.82,Blattner Laboratory
3740,b3903 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.73,Blattner Laboratory
3741,b3904 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.74,Blattner Laboratory
3744,b3908 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.87,Blattner Laboratory
3745,b3909 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.5,Blattner Laboratory
3748,b3916 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.94,Blattner Laboratory
3749,b3917 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.43,Blattner Laboratory
3750,b3919 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.47,Blattner Laboratory
3751,b3924 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.86,Blattner Laboratory
3752,b3925 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.11,Blattner Laboratory
3753,b3926 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.12,Blattner Laboratory
3754,b3927 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.19,Blattner Laboratory
3756,b3930 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.46,Blattner Laboratory
3759,b3942 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.5,Blattner Laboratory
3760,b3945 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.83,Blattner Laboratory
3763,b3952 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.63,Blattner Laboratory
3764,b3957 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.12,Blattner Laboratory
3765,b3958 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.17,Blattner Laboratory
3766,b3959 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.13,Blattner Laboratory
3768,b3991 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.53,Blattner Laboratory
3769,b3992 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.0,Blattner Laboratory
3770,b3993 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.9,Blattner Laboratory
3771,b3994 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.84,Blattner Laboratory
3774,b4005 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.85,Blattner Laboratory
3775,b4006 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.13,Blattner Laboratory
