,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
3776,b4013 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.25,Blattner Laboratory
3779,b4025 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.7,Blattner Laboratory
3780,b4033 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.78,Blattner Laboratory
3781,b4035 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.77,Blattner Laboratory
3783,b4039 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,2.17,Blattner Laboratory
3784,b4041 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.82,Blattner Laboratory
3787,b4054 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,2.29,Blattner Laboratory
3789,b4070 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.76,Blattner Laboratory
3790,b4071 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.64,Blattner Laboratory
3791,b4072 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.93,Blattner Laboratory
3792,b4073 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.56,Blattner Laboratory
3793,b4090 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.81,Blattner Laboratory
3794,b4094 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.58,Blattner Laboratory
3795,b4095 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,2.0,Blattner Laboratory
3796,b4096 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.15,Blattner Laboratory
3798,b4100 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.59,Blattner Laboratory
3799,b4104 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.29,Blattner Laboratory
3800,b4105 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,2.19,Blattner Laboratory
3801,b4106 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,2.09,Blattner Laboratory
3804,b4111 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.69,Blattner Laboratory
3807,b4117 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.19,Blattner Laboratory
3809,b4119 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.12,Blattner Laboratory
3810,b4120 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,0.13,Blattner Laboratory
3811,b4129 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.49,Blattner Laboratory
3812,b4138 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,2.26,Blattner Laboratory
3813,b4173 mutant Biolog assay,OD600 growth,2’-Deoxyuridine,1.92,Blattner Laboratory
5727,b3091 mutant Biolog assay,OD600 growth,a-D-Lactose,1.18,Blattner Laboratory
5728,b3093 mutant Biolog assay,OD600 growth,a-D-Lactose,1.09,Blattner Laboratory
5731,b3132 mutant Biolog assay,OD600 growth,a-D-Lactose,0.84,Blattner Laboratory
5732,b3137 mutant Biolog assay,OD600 growth,a-D-Lactose,1.09,Blattner Laboratory
5736,b3161 mutant Biolog assay,OD600 growth,a-D-Lactose,1.16,Blattner Laboratory
5739,b3172 mutant Biolog assay,OD600 growth,a-D-Lactose,0.23,Blattner Laboratory
5743,b3213 mutant Biolog assay,OD600 growth,a-D-Lactose,1.19,Blattner Laboratory
5744,b3224 mutant Biolog assay,OD600 growth,a-D-Lactose,1.0,Blattner Laboratory
5745,b3225 mutant Biolog assay,OD600 growth,a-D-Lactose,1.13,Blattner Laboratory
5747,b3236 mutant Biolog assay,OD600 growth,a-D-Lactose,1.28,Blattner Laboratory
5751,b3265 mutant Biolog assay,OD600 growth,a-D-Lactose,1.86,Blattner Laboratory
5763,b3336 mutant Biolog assay,OD600 growth,a-D-Lactose,1.17,Blattner Laboratory
5767,b3359 mutant Biolog assay,OD600 growth,a-D-Lactose,1.82,Blattner Laboratory
5771,b3396 mutant Biolog assay,OD600 growth,a-D-Lactose,1.49,Blattner Laboratory
5772,b3403 mutant Biolog assay,OD600 growth,a-D-Lactose,1.54,Blattner Laboratory
5775,b3409 mutant Biolog assay,OD600 growth,a-D-Lactose,1.28,Blattner Laboratory
5776,b3415 mutant Biolog assay,OD600 growth,a-D-Lactose,1.46,Blattner Laboratory
5777,b3416 mutant Biolog assay,OD600 growth,a-D-Lactose,1.02,Blattner Laboratory
5780,b3426 mutant Biolog assay,OD600 growth,a-D-Lactose,1.04,Blattner Laboratory
5781,b3429 mutant Biolog assay,OD600 growth,a-D-Lactose,1.41,Blattner Laboratory
5782,b3430 mutant Biolog assay,OD600 growth,a-D-Lactose,1.24,Blattner Laboratory
5783,b3431 mutant Biolog assay,OD600 growth,a-D-Lactose,1.07,Blattner Laboratory
5785,b3437 mutant Biolog assay,OD600 growth,a-D-Lactose,1.12,Blattner Laboratory
5787,b3450 mutant Biolog assay,OD600 growth,a-D-Lactose,1.21,Blattner Laboratory
5788,b3451 mutant Biolog assay,OD600 growth,a-D-Lactose,1.2,Blattner Laboratory
5789,b3454 mutant Biolog assay,OD600 growth,a-D-Lactose,1.16,Blattner Laboratory
5790,b3456 mutant Biolog assay,OD600 growth,a-D-Lactose,1.2,Blattner Laboratory
5793,b3500 mutant Biolog assay,OD600 growth,a-D-Lactose,1.63,Blattner Laboratory
5795,b3517 mutant Biolog assay,OD600 growth,a-D-Lactose,1.41,Blattner Laboratory
5796,b3519 mutant Biolog assay,OD600 growth,a-D-Lactose,1.29,Blattner Laboratory
5797,b3542 mutant Biolog assay,OD600 growth,a-D-Lactose,1.18,Blattner Laboratory
5798,b3543 mutant Biolog assay,OD600 growth,a-D-Lactose,1.46,Blattner Laboratory
5799,b3544 mutant Biolog assay,OD600 growth,a-D-Lactose,1.25,Blattner Laboratory
5801,b3551 mutant Biolog assay,OD600 growth,a-D-Lactose,1.02,Blattner Laboratory
5803,b3564 mutant Biolog assay,OD600 growth,a-D-Lactose,1.24,Blattner Laboratory
5804,b3565 mutant Biolog assay,OD600 growth,a-D-Lactose,1.23,Blattner Laboratory
5805,b3566 mutant Biolog assay,OD600 growth,a-D-Lactose,1.63,Blattner Laboratory
5806,b3567 mutant Biolog assay,OD600 growth,a-D-Lactose,1.46,Blattner Laboratory
5807,b3568 mutant Biolog assay,OD600 growth,a-D-Lactose,1.54,Blattner Laboratory
5809,b3571 mutant Biolog assay,OD600 growth,a-D-Lactose,0.98,Blattner Laboratory
5810,b3572 mutant Biolog assay,OD600 growth,a-D-Lactose,1.3,Blattner Laboratory
5811,b3580 mutant Biolog assay,OD600 growth,a-D-Lactose,1.2,Blattner Laboratory
5812,b3588 mutant Biolog assay,OD600 growth,a-D-Lactose,1.06,Blattner Laboratory
5813,b3600 mutant Biolog assay,OD600 growth,a-D-Lactose,1.13,Blattner Laboratory
5814,b3603 mutant Biolog assay,OD600 growth,a-D-Lactose,1.23,Blattner Laboratory
5816,b3605 mutant Biolog assay,OD600 growth,a-D-Lactose,1.2,Blattner Laboratory
5817,b3653 mutant Biolog assay,OD600 growth,a-D-Lactose,1.2,Blattner Laboratory
5819,b3671 mutant Biolog assay,OD600 growth,a-D-Lactose,0.86,Blattner Laboratory
5825,b3721 mutant Biolog assay,OD600 growth,a-D-Lactose,1.61,Blattner Laboratory
5826,b3725 mutant Biolog assay,OD600 growth,a-D-Lactose,1.6,Blattner Laboratory
5827,b3731 mutant Biolog assay,OD600 growth,a-D-Lactose,1.16,Blattner Laboratory
5831,b3750 mutant Biolog assay,OD600 growth,a-D-Lactose,1.3,Blattner Laboratory
5832,b3751 mutant Biolog assay,OD600 growth,a-D-Lactose,1.45,Blattner Laboratory
5834,b3771 mutant Biolog assay,OD600 growth,a-D-Lactose,0.52,Blattner Laboratory
5836,b3787 mutant Biolog assay,OD600 growth,a-D-Lactose,1.14,Blattner Laboratory
5837,b3789 mutant Biolog assay,OD600 growth,a-D-Lactose,1.43,Blattner Laboratory
5839,b3806 mutant Biolog assay,OD600 growth,a-D-Lactose,1.15,Blattner Laboratory
5841,b3821 mutant Biolog assay,OD600 growth,a-D-Lactose,1.37,Blattner Laboratory
5843,b3829 mutant Biolog assay,OD600 growth,a-D-Lactose,0.48,Blattner Laboratory
5844,b3831 mutant Biolog assay,OD600 growth,a-D-Lactose,1.43,Blattner Laboratory
5846,b3849 mutant Biolog assay,OD600 growth,a-D-Lactose,1.41,Blattner Laboratory
5847,b3857 mutant Biolog assay,OD600 growth,a-D-Lactose,1.2,Blattner Laboratory
5848,b3860 mutant Biolog assay,OD600 growth,a-D-Lactose,1.54,Blattner Laboratory
5850,b3867 mutant Biolog assay,OD600 growth,a-D-Lactose,1.67,Blattner Laboratory
5853,b3870 mutant Biolog assay,OD600 growth,a-D-Lactose,1.65,Blattner Laboratory
5854,b3892 mutant Biolog assay,OD600 growth,a-D-Lactose,1.62,Blattner Laboratory
5855,b3893 mutant Biolog assay,OD600 growth,a-D-Lactose,1.21,Blattner Laboratory
5856,b3894 mutant Biolog assay,OD600 growth,a-D-Lactose,1.1,Blattner Laboratory
5859,b3902 mutant Biolog assay,OD600 growth,a-D-Lactose,1.22,Blattner Laboratory
5860,b3903 mutant Biolog assay,OD600 growth,a-D-Lactose,1.67,Blattner Laboratory
5861,b3904 mutant Biolog assay,OD600 growth,a-D-Lactose,1.16,Blattner Laboratory
5864,b3908 mutant Biolog assay,OD600 growth,a-D-Lactose,1.26,Blattner Laboratory
5865,b3909 mutant Biolog assay,OD600 growth,a-D-Lactose,1.79,Blattner Laboratory
5868,b3916 mutant Biolog assay,OD600 growth,a-D-Lactose,1.76,Blattner Laboratory
5869,b3917 mutant Biolog assay,OD600 growth,a-D-Lactose,1.31,Blattner Laboratory
5870,b3919 mutant Biolog assay,OD600 growth,a-D-Lactose,1.39,Blattner Laboratory
5871,b3924 mutant Biolog assay,OD600 growth,a-D-Lactose,1.39,Blattner Laboratory
5872,b3925 mutant Biolog assay,OD600 growth,a-D-Lactose,1.38,Blattner Laboratory
5873,b3926 mutant Biolog assay,OD600 growth,a-D-Lactose,1.32,Blattner Laboratory
5874,b3927 mutant Biolog assay,OD600 growth,a-D-Lactose,1.44,Blattner Laboratory
5876,b3930 mutant Biolog assay,OD600 growth,a-D-Lactose,0.85,Blattner Laboratory
5879,b3942 mutant Biolog assay,OD600 growth,a-D-Lactose,1.23,Blattner Laboratory
5880,b3945 mutant Biolog assay,OD600 growth,a-D-Lactose,1.5,Blattner Laboratory
5881,b3946 mutant Biolog assay,OD600 growth,a-D-Lactose,1.75,Blattner Laboratory
5882,b3952 mutant Biolog assay,OD600 growth,a-D-Lactose,1.56,Blattner Laboratory
5883,b3957 mutant Biolog assay,OD600 growth,a-D-Lactose,0.5,Blattner Laboratory
5884,b3958 mutant Biolog assay,OD600 growth,a-D-Lactose,0.75,Blattner Laboratory
5885,b3959 mutant Biolog assay,OD600 growth,a-D-Lactose,0.69,Blattner Laboratory
5888,b3991 mutant Biolog assay,OD600 growth,a-D-Lactose,1.31,Blattner Laboratory
5889,b3992 mutant Biolog assay,OD600 growth,a-D-Lactose,1.35,Blattner Laboratory
5890,b3993 mutant Biolog assay,OD600 growth,a-D-Lactose,1.57,Blattner Laboratory
5891,b3994 mutant Biolog assay,OD600 growth,a-D-Lactose,1.41,Blattner Laboratory
5894,b4005 mutant Biolog assay,OD600 growth,a-D-Lactose,1.09,Blattner Laboratory
5895,b4006 mutant Biolog assay,OD600 growth,a-D-Lactose,0.98,Blattner Laboratory
5896,b4013 mutant Biolog assay,OD600 growth,a-D-Lactose,0.65,Blattner Laboratory
5899,b4025 mutant Biolog assay,OD600 growth,a-D-Lactose,1.25,Blattner Laboratory
5900,b4033 mutant Biolog assay,OD600 growth,a-D-Lactose,1.66,Blattner Laboratory
5901,b4035 mutant Biolog assay,OD600 growth,a-D-Lactose,1.17,Blattner Laboratory
5903,b4039 mutant Biolog assay,OD600 growth,a-D-Lactose,1.53,Blattner Laboratory
5904,b4041 mutant Biolog assay,OD600 growth,a-D-Lactose,0.94,Blattner Laboratory
5907,b4054 mutant Biolog assay,OD600 growth,a-D-Lactose,1.42,Blattner Laboratory
5909,b4070 mutant Biolog assay,OD600 growth,a-D-Lactose,1.77,Blattner Laboratory
5910,b4071 mutant Biolog assay,OD600 growth,a-D-Lactose,1.21,Blattner Laboratory
5911,b4072 mutant Biolog assay,OD600 growth,a-D-Lactose,1.35,Blattner Laboratory
5912,b4073 mutant Biolog assay,OD600 growth,a-D-Lactose,1.37,Blattner Laboratory
5913,b4090 mutant Biolog assay,OD600 growth,a-D-Lactose,1.95,Blattner Laboratory
5914,b4094 mutant Biolog assay,OD600 growth,a-D-Lactose,1.75,Blattner Laboratory
5915,b4095 mutant Biolog assay,OD600 growth,a-D-Lactose,1.55,Blattner Laboratory
5916,b4096 mutant Biolog assay,OD600 growth,a-D-Lactose,1.55,Blattner Laboratory
5918,b4100 mutant Biolog assay,OD600 growth,a-D-Lactose,1.0,Blattner Laboratory
5919,b4104 mutant Biolog assay,OD600 growth,a-D-Lactose,1.49,Blattner Laboratory
5920,b4105 mutant Biolog assay,OD600 growth,a-D-Lactose,1.7,Blattner Laboratory
5921,b4106 mutant Biolog assay,OD600 growth,a-D-Lactose,1.37,Blattner Laboratory
5924,b4111 mutant Biolog assay,OD600 growth,a-D-Lactose,1.48,Blattner Laboratory
5927,b4117 mutant Biolog assay,OD600 growth,a-D-Lactose,1.52,Blattner Laboratory
5929,b4119 mutant Biolog assay,OD600 growth,a-D-Lactose,1.71,Blattner Laboratory
5930,b4120 mutant Biolog assay,OD600 growth,a-D-Lactose,1.41,Blattner Laboratory
5931,b4129 mutant Biolog assay,OD600 growth,a-D-Lactose,1.46,Blattner Laboratory
5932,b4138 mutant Biolog assay,OD600 growth,a-D-Lactose,1.38,Blattner Laboratory
5933,b4173 mutant Biolog assay,OD600 growth,a-D-Lactose,1.56,Blattner Laboratory
8059,b3091 mutant Biolog assay,OD600 growth,Acetic Acid,1.1,Blattner Laboratory
8060,b3093 mutant Biolog assay,OD600 growth,Acetic Acid,0.97,Blattner Laboratory
8063,b3132 mutant Biolog assay,OD600 growth,Acetic Acid,0.83,Blattner Laboratory
8064,b3137 mutant Biolog assay,OD600 growth,Acetic Acid,0.85,Blattner Laboratory
8068,b3161 mutant Biolog assay,OD600 growth,Acetic Acid,0.93,Blattner Laboratory
8071,b3172 mutant Biolog assay,OD600 growth,Acetic Acid,0.3,Blattner Laboratory
8075,b3213 mutant Biolog assay,OD600 growth,Acetic Acid,0.89,Blattner Laboratory
8076,b3224 mutant Biolog assay,OD600 growth,Acetic Acid,0.93,Blattner Laboratory
8077,b3225 mutant Biolog assay,OD600 growth,Acetic Acid,1.18,Blattner Laboratory
8079,b3236 mutant Biolog assay,OD600 growth,Acetic Acid,0.15,Blattner Laboratory
8083,b3265 mutant Biolog assay,OD600 growth,Acetic Acid,0.95,Blattner Laboratory
8095,b3336 mutant Biolog assay,OD600 growth,Acetic Acid,0.84,Blattner Laboratory
8099,b3359 mutant Biolog assay,OD600 growth,Acetic Acid,1.3,Blattner Laboratory
8103,b3396 mutant Biolog assay,OD600 growth,Acetic Acid,0.89,Blattner Laboratory
8104,b3403 mutant Biolog assay,OD600 growth,Acetic Acid,0.99,Blattner Laboratory
8107,b3409 mutant Biolog assay,OD600 growth,Acetic Acid,0.87,Blattner Laboratory
8108,b3415 mutant Biolog assay,OD600 growth,Acetic Acid,0.89,Blattner Laboratory
8109,b3416 mutant Biolog assay,OD600 growth,Acetic Acid,0.85,Blattner Laboratory
8112,b3426 mutant Biolog assay,OD600 growth,Acetic Acid,0.9,Blattner Laboratory
8113,b3429 mutant Biolog assay,OD600 growth,Acetic Acid,0.93,Blattner Laboratory
8114,b3430 mutant Biolog assay,OD600 growth,Acetic Acid,1.0,Blattner Laboratory
8115,b3431 mutant Biolog assay,OD600 growth,Acetic Acid,0.91,Blattner Laboratory
8117,b3437 mutant Biolog assay,OD600 growth,Acetic Acid,0.78,Blattner Laboratory
8119,b3450 mutant Biolog assay,OD600 growth,Acetic Acid,0.77,Blattner Laboratory
8120,b3451 mutant Biolog assay,OD600 growth,Acetic Acid,0.8,Blattner Laboratory
8121,b3454 mutant Biolog assay,OD600 growth,Acetic Acid,0.84,Blattner Laboratory
8122,b3456 mutant Biolog assay,OD600 growth,Acetic Acid,0.81,Blattner Laboratory
8125,b3500 mutant Biolog assay,OD600 growth,Acetic Acid,0.65,Blattner Laboratory
8127,b3517 mutant Biolog assay,OD600 growth,Acetic Acid,0.79,Blattner Laboratory
8128,b3519 mutant Biolog assay,OD600 growth,Acetic Acid,0.73,Blattner Laboratory
8129,b3542 mutant Biolog assay,OD600 growth,Acetic Acid,0.91,Blattner Laboratory
8130,b3543 mutant Biolog assay,OD600 growth,Acetic Acid,0.94,Blattner Laboratory
8131,b3544 mutant Biolog assay,OD600 growth,Acetic Acid,1.02,Blattner Laboratory
8133,b3551 mutant Biolog assay,OD600 growth,Acetic Acid,0.94,Blattner Laboratory
8135,b3564 mutant Biolog assay,OD600 growth,Acetic Acid,0.64,Blattner Laboratory
8136,b3565 mutant Biolog assay,OD600 growth,Acetic Acid,0.44,Blattner Laboratory
8137,b3566 mutant Biolog assay,OD600 growth,Acetic Acid,1.02,Blattner Laboratory
8138,b3567 mutant Biolog assay,OD600 growth,Acetic Acid,0.92,Blattner Laboratory
8139,b3568 mutant Biolog assay,OD600 growth,Acetic Acid,0.47,Blattner Laboratory
8141,b3571 mutant Biolog assay,OD600 growth,Acetic Acid,0.84,Blattner Laboratory
8142,b3572 mutant Biolog assay,OD600 growth,Acetic Acid,0.95,Blattner Laboratory
8143,b3580 mutant Biolog assay,OD600 growth,Acetic Acid,0.83,Blattner Laboratory
8144,b3588 mutant Biolog assay,OD600 growth,Acetic Acid,0.48,Blattner Laboratory
8145,b3600 mutant Biolog assay,OD600 growth,Acetic Acid,0.58,Blattner Laboratory
8146,b3603 mutant Biolog assay,OD600 growth,Acetic Acid,0.77,Blattner Laboratory
8148,b3605 mutant Biolog assay,OD600 growth,Acetic Acid,0.84,Blattner Laboratory
8149,b3653 mutant Biolog assay,OD600 growth,Acetic Acid,0.53,Blattner Laboratory
8151,b3671 mutant Biolog assay,OD600 growth,Acetic Acid,0.88,Blattner Laboratory
8157,b3721 mutant Biolog assay,OD600 growth,Acetic Acid,0.9,Blattner Laboratory
8158,b3725 mutant Biolog assay,OD600 growth,Acetic Acid,0.92,Blattner Laboratory
8159,b3731 mutant Biolog assay,OD600 growth,Acetic Acid,0.13,Blattner Laboratory
8163,b3750 mutant Biolog assay,OD600 growth,Acetic Acid,0.85,Blattner Laboratory
8164,b3751 mutant Biolog assay,OD600 growth,Acetic Acid,0.86,Blattner Laboratory
8166,b3771 mutant Biolog assay,OD600 growth,Acetic Acid,0.65,Blattner Laboratory
8168,b3787 mutant Biolog assay,OD600 growth,Acetic Acid,0.65,Blattner Laboratory
8169,b3789 mutant Biolog assay,OD600 growth,Acetic Acid,0.9,Blattner Laboratory
8171,b3806 mutant Biolog assay,OD600 growth,Acetic Acid,0.79,Blattner Laboratory
8173,b3821 mutant Biolog assay,OD600 growth,Acetic Acid,0.82,Blattner Laboratory
8175,b3829 mutant Biolog assay,OD600 growth,Acetic Acid,0.43,Blattner Laboratory
8176,b3831 mutant Biolog assay,OD600 growth,Acetic Acid,1.1,Blattner Laboratory
8178,b3849 mutant Biolog assay,OD600 growth,Acetic Acid,0.85,Blattner Laboratory
8179,b3857 mutant Biolog assay,OD600 growth,Acetic Acid,0.77,Blattner Laboratory
8180,b3860 mutant Biolog assay,OD600 growth,Acetic Acid,0.88,Blattner Laboratory
8182,b3867 mutant Biolog assay,OD600 growth,Acetic Acid,1.06,Blattner Laboratory
8185,b3870 mutant Biolog assay,OD600 growth,Acetic Acid,1.09,Blattner Laboratory
8186,b3892 mutant Biolog assay,OD600 growth,Acetic Acid,1.01,Blattner Laboratory
8187,b3893 mutant Biolog assay,OD600 growth,Acetic Acid,0.93,Blattner Laboratory
8188,b3894 mutant Biolog assay,OD600 growth,Acetic Acid,0.78,Blattner Laboratory
8191,b3902 mutant Biolog assay,OD600 growth,Acetic Acid,1.02,Blattner Laboratory
8192,b3903 mutant Biolog assay,OD600 growth,Acetic Acid,1.04,Blattner Laboratory
8193,b3904 mutant Biolog assay,OD600 growth,Acetic Acid,1.04,Blattner Laboratory
8196,b3908 mutant Biolog assay,OD600 growth,Acetic Acid,0.93,Blattner Laboratory
8197,b3909 mutant Biolog assay,OD600 growth,Acetic Acid,1.02,Blattner Laboratory
8200,b3916 mutant Biolog assay,OD600 growth,Acetic Acid,1.18,Blattner Laboratory
8201,b3917 mutant Biolog assay,OD600 growth,Acetic Acid,0.99,Blattner Laboratory
8202,b3919 mutant Biolog assay,OD600 growth,Acetic Acid,0.7,Blattner Laboratory
8203,b3924 mutant Biolog assay,OD600 growth,Acetic Acid,0.55,Blattner Laboratory
8204,b3925 mutant Biolog assay,OD600 growth,Acetic Acid,0.87,Blattner Laboratory
8205,b3926 mutant Biolog assay,OD600 growth,Acetic Acid,0.91,Blattner Laboratory
8206,b3927 mutant Biolog assay,OD600 growth,Acetic Acid,0.86,Blattner Laboratory
8208,b3930 mutant Biolog assay,OD600 growth,Acetic Acid,0.94,Blattner Laboratory
8211,b3942 mutant Biolog assay,OD600 growth,Acetic Acid,0.91,Blattner Laboratory
8212,b3945 mutant Biolog assay,OD600 growth,Acetic Acid,1.11,Blattner Laboratory
8213,b3946 mutant Biolog assay,OD600 growth,Acetic Acid,1.02,Blattner Laboratory
8214,b3952 mutant Biolog assay,OD600 growth,Acetic Acid,0.96,Blattner Laboratory
8215,b3957 mutant Biolog assay,OD600 growth,Acetic Acid,0.28,Blattner Laboratory
8216,b3958 mutant Biolog assay,OD600 growth,Acetic Acid,0.3,Blattner Laboratory
8217,b3959 mutant Biolog assay,OD600 growth,Acetic Acid,0.28,Blattner Laboratory
8220,b3991 mutant Biolog assay,OD600 growth,Acetic Acid,1.21,Blattner Laboratory
8221,b3992 mutant Biolog assay,OD600 growth,Acetic Acid,0.98,Blattner Laboratory
8222,b3993 mutant Biolog assay,OD600 growth,Acetic Acid,1.01,Blattner Laboratory
8223,b3994 mutant Biolog assay,OD600 growth,Acetic Acid,0.96,Blattner Laboratory
8226,b4005 mutant Biolog assay,OD600 growth,Acetic Acid,0.76,Blattner Laboratory
8227,b4006 mutant Biolog assay,OD600 growth,Acetic Acid,0.29,Blattner Laboratory
8228,b4013 mutant Biolog assay,OD600 growth,Acetic Acid,0.59,Blattner Laboratory
8231,b4025 mutant Biolog assay,OD600 growth,Acetic Acid,1.35,Blattner Laboratory
8232,b4033 mutant Biolog assay,OD600 growth,Acetic Acid,1.19,Blattner Laboratory
8233,b4035 mutant Biolog assay,OD600 growth,Acetic Acid,1.15,Blattner Laboratory
8235,b4039 mutant Biolog assay,OD600 growth,Acetic Acid,0.96,Blattner Laboratory
8236,b4041 mutant Biolog assay,OD600 growth,Acetic Acid,1.14,Blattner Laboratory
8239,b4054 mutant Biolog assay,OD600 growth,Acetic Acid,1.18,Blattner Laboratory
8241,b4070 mutant Biolog assay,OD600 growth,Acetic Acid,1.12,Blattner Laboratory
8242,b4071 mutant Biolog assay,OD600 growth,Acetic Acid,0.93,Blattner Laboratory
8243,b4072 mutant Biolog assay,OD600 growth,Acetic Acid,1.14,Blattner Laboratory
8244,b4073 mutant Biolog assay,OD600 growth,Acetic Acid,1.06,Blattner Laboratory
8245,b4090 mutant Biolog assay,OD600 growth,Acetic Acid,1.15,Blattner Laboratory
8246,b4094 mutant Biolog assay,OD600 growth,Acetic Acid,1.07,Blattner Laboratory
8247,b4095 mutant Biolog assay,OD600 growth,Acetic Acid,1.05,Blattner Laboratory
8248,b4096 mutant Biolog assay,OD600 growth,Acetic Acid,1.0,Blattner Laboratory
8250,b4100 mutant Biolog assay,OD600 growth,Acetic Acid,1.04,Blattner Laboratory
