,Experiment Description,Data Definition,Well Substrate,Data Value,Data Submitter
12401,b3588 mutant Biolog assay,OD600 growth,Guanosine,0.595,Blattner Laboratory
12402,b3588 mutant Biolog assay,OD600 growth,Glycine,0.73,Blattner Laboratory
12403,b3588 mutant Biolog assay,OD600 growth,Inosine,0.96,Blattner Laboratory
12404,b3588 mutant Biolog assay,OD600 growth,L-Homoserine,0.12000000000000001,Blattner Laboratory
12405,b3588 mutant Biolog assay,OD600 growth,m-Inositol,0.605,Blattner Laboratory
12406,b3588 mutant Biolog assay,OD600 growth,L-Leucine,0.6133333333333333,Blattner Laboratory
12407,b3588 mutant Biolog assay,OD600 growth,L-Threonine,0.4666666666666666,Blattner Laboratory
12408,b3588 mutant Biolog assay,OD600 growth,Uracil,0.7350000000000001,Blattner Laboratory
12409,b3588 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.7366666666666664,Blattner Laboratory
12410,b3588 mutant Biolog assay,OD600 growth,L-Serine,1.4366666666666668,Blattner Laboratory
12411,b3588 mutant Biolog assay,OD600 growth,L-Methionine,0.9575,Blattner Laboratory
12412,b3588 mutant Biolog assay,OD600 growth,D-Serine,1.095,Blattner Laboratory
12413,b3588 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.5599999999999999,Blattner Laboratory
12414,b3588 mutant Biolog assay,OD600 growth,L-Tryptophan,0.855,Blattner Laboratory
12415,b3588 mutant Biolog assay,OD600 growth,Thymine,0.575,Blattner Laboratory
12416,b3588 mutant Biolog assay,OD600 growth,L-Ornithine,0.6933333333333334,Blattner Laboratory
12417,b3588 mutant Biolog assay,OD600 growth,L-Histidine,0.4866666666666666,Blattner Laboratory
12418,b3588 mutant Biolog assay,OD600 growth,L-Lysine,0.44333333333333336,Blattner Laboratory
12419,b3588 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.5533333333333333,Blattner Laboratory
12420,b3224 mutant Biolog assay,OD600 growth,D-Alanine,1.2,Blattner Laboratory
12421,b3224 mutant Biolog assay,OD600 growth,L-Valine,0.18333333333333335,Blattner Laboratory
12422,b3224 mutant Biolog assay,OD600 growth,Guanine,0.615,Blattner Laboratory
12423,b3224 mutant Biolog assay,OD600 growth,Adenine,0.595,Blattner Laboratory
12424,b3224 mutant Biolog assay,OD600 growth,Thymidine,0.6833333333333332,Blattner Laboratory
12425,b3224 mutant Biolog assay,OD600 growth,L-Cysteine,1.0633333333333332,Blattner Laboratory
12426,b3224 mutant Biolog assay,OD600 growth,Butyric Acid,0.595,Blattner Laboratory
12427,b3224 mutant Biolog assay,OD600 growth,Cytidine,1.75,Blattner Laboratory
12428,b3224 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.045,Blattner Laboratory
12429,b3224 mutant Biolog assay,OD600 growth,Tyramine,0.32,Blattner Laboratory
12430,b3224 mutant Biolog assay,OD600 growth,L-Alanine,0.9566666666666667,Blattner Laboratory
12431,b3224 mutant Biolog assay,OD600 growth,Cytosine,1.0699999999999998,Blattner Laboratory
12432,b3224 mutant Biolog assay,OD600 growth,L-Proline,0.8933333333333334,Blattner Laboratory
12433,b3224 mutant Biolog assay,OD600 growth,Uridine,0.75,Blattner Laboratory
12434,b3224 mutant Biolog assay,OD600 growth,L-Glutamine,0.8333333333333334,Blattner Laboratory
12435,b3224 mutant Biolog assay,OD600 growth,Adenosine,1.0799999999999998,Blattner Laboratory
12436,b3224 mutant Biolog assay,OD600 growth,L-Tyrosine,0.615,Blattner Laboratory
12437,b3224 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.0750000000000002,Blattner Laboratory
12438,b3224 mutant Biolog assay,OD600 growth,L-Isoleucine,0.2333333333333333,Blattner Laboratory
12439,b3224 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.185,Blattner Laboratory
12440,b3224 mutant Biolog assay,OD600 growth,L-Arginine,0.6566666666666666,Blattner Laboratory
12441,b3224 mutant Biolog assay,OD600 growth,L-Asparagine,0.7133333333333334,Blattner Laboratory
12442,b3224 mutant Biolog assay,OD600 growth,Putrescine,0.65,Blattner Laboratory
12443,b3224 mutant Biolog assay,OD600 growth,Guanosine,0.65,Blattner Laboratory
12444,b3224 mutant Biolog assay,OD600 growth,Glycine,0.40666666666666673,Blattner Laboratory
12445,b3224 mutant Biolog assay,OD600 growth,Inosine,0.68,Blattner Laboratory
12446,b3224 mutant Biolog assay,OD600 growth,L-Homoserine,0.22999999999999998,Blattner Laboratory
12447,b3224 mutant Biolog assay,OD600 growth,m-Inositol,0.545,Blattner Laboratory
12448,b3224 mutant Biolog assay,OD600 growth,L-Leucine,0.32666666666666666,Blattner Laboratory
12449,b3224 mutant Biolog assay,OD600 growth,L-Threonine,0.8333333333333334,Blattner Laboratory
12450,b3224 mutant Biolog assay,OD600 growth,Uracil,0.88,Blattner Laboratory
12451,b3224 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.53,Blattner Laboratory
12452,b3224 mutant Biolog assay,OD600 growth,L-Serine,1.0933333333333333,Blattner Laboratory
12453,b3224 mutant Biolog assay,OD600 growth,L-Methionine,0.5975,Blattner Laboratory
12454,b3224 mutant Biolog assay,OD600 growth,D-Serine,1.21,Blattner Laboratory
12455,b3224 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.6333333333333333,Blattner Laboratory
12456,b3224 mutant Biolog assay,OD600 growth,L-Tryptophan,0.8049999999999999,Blattner Laboratory
12457,b3224 mutant Biolog assay,OD600 growth,Thymine,0.61,Blattner Laboratory
12458,b3224 mutant Biolog assay,OD600 growth,L-Ornithine,0.61,Blattner Laboratory
12459,b3224 mutant Biolog assay,OD600 growth,L-Histidine,0.19999999999999998,Blattner Laboratory
12460,b3224 mutant Biolog assay,OD600 growth,L-Lysine,0.5333333333333333,Blattner Laboratory
12461,b3224 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.5733333333333334,Blattner Laboratory
12462,b3942 mutant Biolog assay,OD600 growth,D-Alanine,1.2433333333333334,Blattner Laboratory
12463,b3942 mutant Biolog assay,OD600 growth,L-Valine,0.12,Blattner Laboratory
12464,b3942 mutant Biolog assay,OD600 growth,Guanine,0.275,Blattner Laboratory
12465,b3942 mutant Biolog assay,OD600 growth,Adenine,0.14,Blattner Laboratory
12466,b3942 mutant Biolog assay,OD600 growth,Thymidine,0.9166666666666669,Blattner Laboratory
12467,b3942 mutant Biolog assay,OD600 growth,L-Cysteine,0.7799999999999999,Blattner Laboratory
12468,b3942 mutant Biolog assay,OD600 growth,Butyric Acid,0.14,Blattner Laboratory
12469,b3942 mutant Biolog assay,OD600 growth,Cytidine,1.1800000000000002,Blattner Laboratory
12470,b3942 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.055,Blattner Laboratory
12471,b3942 mutant Biolog assay,OD600 growth,Tyramine,0.155,Blattner Laboratory
12472,b3942 mutant Biolog assay,OD600 growth,L-Alanine,0.8533333333333334,Blattner Laboratory
12473,b3942 mutant Biolog assay,OD600 growth,Cytosine,0.7250000000000001,Blattner Laboratory
12474,b3942 mutant Biolog assay,OD600 growth,L-Proline,0.4633333333333334,Blattner Laboratory
12475,b3942 mutant Biolog assay,OD600 growth,Uridine,0.7833333333333333,Blattner Laboratory
12476,b3942 mutant Biolog assay,OD600 growth,L-Glutamine,0.8866666666666667,Blattner Laboratory
12477,b3942 mutant Biolog assay,OD600 growth,Adenosine,0.9166666666666666,Blattner Laboratory
12478,b3942 mutant Biolog assay,OD600 growth,L-Tyrosine,0.125,Blattner Laboratory
12479,b3942 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,0.96,Blattner Laboratory
12480,b3942 mutant Biolog assay,OD600 growth,L-Isoleucine,0.1366666666666667,Blattner Laboratory
12481,b3942 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.14500000000000002,Blattner Laboratory
12482,b3942 mutant Biolog assay,OD600 growth,L-Arginine,0.28,Blattner Laboratory
12483,b3942 mutant Biolog assay,OD600 growth,L-Asparagine,1.0333333333333332,Blattner Laboratory
12484,b3942 mutant Biolog assay,OD600 growth,Putrescine,0.1366666666666667,Blattner Laboratory
12485,b3942 mutant Biolog assay,OD600 growth,Guanosine,0.335,Blattner Laboratory
12486,b3942 mutant Biolog assay,OD600 growth,Glycine,0.53,Blattner Laboratory
12487,b3942 mutant Biolog assay,OD600 growth,Inosine,0.8966666666666665,Blattner Laboratory
12488,b3942 mutant Biolog assay,OD600 growth,L-Homoserine,0.145,Blattner Laboratory
12489,b3942 mutant Biolog assay,OD600 growth,m-Inositol,0.72,Blattner Laboratory
12490,b3942 mutant Biolog assay,OD600 growth,L-Leucine,0.12666666666666668,Blattner Laboratory
12491,b3942 mutant Biolog assay,OD600 growth,L-Threonine,0.57,Blattner Laboratory
12492,b3942 mutant Biolog assay,OD600 growth,Uracil,0.135,Blattner Laboratory
12493,b3942 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.0133333333333334,Blattner Laboratory
12494,b3942 mutant Biolog assay,OD600 growth,L-Serine,1.0,Blattner Laboratory
12495,b3942 mutant Biolog assay,OD600 growth,L-Methionine,0.3725,Blattner Laboratory
12496,b3942 mutant Biolog assay,OD600 growth,D-Serine,1.275,Blattner Laboratory
12497,b3942 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.22999999999999998,Blattner Laboratory
12498,b3942 mutant Biolog assay,OD600 growth,L-Tryptophan,0.27,Blattner Laboratory
12499,b3942 mutant Biolog assay,OD600 growth,Thymine,0.14500000000000002,Blattner Laboratory
12500,b3942 mutant Biolog assay,OD600 growth,L-Ornithine,0.22666666666666668,Blattner Laboratory
12501,b3942 mutant Biolog assay,OD600 growth,L-Histidine,0.21,Blattner Laboratory
12502,b3942 mutant Biolog assay,OD600 growth,L-Lysine,0.12666666666666668,Blattner Laboratory
12503,b3942 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.5766666666666667,Blattner Laboratory
12504,b3450 mutant Biolog assay,OD600 growth,D-Alanine,1.6433333333333333,Blattner Laboratory
12505,b3450 mutant Biolog assay,OD600 growth,L-Valine,0.13333333333333333,Blattner Laboratory
12506,b3450 mutant Biolog assay,OD600 growth,Guanine,0.835,Blattner Laboratory
12507,b3450 mutant Biolog assay,OD600 growth,Adenine,1.01,Blattner Laboratory
12508,b3450 mutant Biolog assay,OD600 growth,Thymidine,0.7799999999999999,Blattner Laboratory
12509,b3450 mutant Biolog assay,OD600 growth,L-Cysteine,1.6366666666666667,Blattner Laboratory
12510,b3450 mutant Biolog assay,OD600 growth,Butyric Acid,0.86,Blattner Laboratory
12511,b3450 mutant Biolog assay,OD600 growth,Cytidine,1.335,Blattner Laboratory
12512,b3450 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.255,Blattner Laboratory
12513,b3450 mutant Biolog assay,OD600 growth,Tyramine,0.17,Blattner Laboratory
12514,b3450 mutant Biolog assay,OD600 growth,L-Alanine,1.6433333333333333,Blattner Laboratory
12515,b3450 mutant Biolog assay,OD600 growth,Cytosine,1.255,Blattner Laboratory
12516,b3450 mutant Biolog assay,OD600 growth,L-Proline,0.8300000000000001,Blattner Laboratory
12517,b3450 mutant Biolog assay,OD600 growth,Uridine,0.9766666666666666,Blattner Laboratory
12518,b3450 mutant Biolog assay,OD600 growth,L-Glutamine,1.21,Blattner Laboratory
12519,b3450 mutant Biolog assay,OD600 growth,Adenosine,1.2233333333333334,Blattner Laboratory
12520,b3450 mutant Biolog assay,OD600 growth,L-Tyrosine,0.695,Blattner Laboratory
12521,b3450 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.395,Blattner Laboratory
12522,b3450 mutant Biolog assay,OD600 growth,L-Isoleucine,0.42,Blattner Laboratory
12523,b3450 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.15000000000000002,Blattner Laboratory
12524,b3450 mutant Biolog assay,OD600 growth,L-Arginine,0.7433333333333333,Blattner Laboratory
12525,b3450 mutant Biolog assay,OD600 growth,L-Asparagine,0.8666666666666667,Blattner Laboratory
12526,b3450 mutant Biolog assay,OD600 growth,Putrescine,0.6366666666666666,Blattner Laboratory
12527,b3450 mutant Biolog assay,OD600 growth,Guanosine,0.79,Blattner Laboratory
12528,b3450 mutant Biolog assay,OD600 growth,Glycine,0.9033333333333333,Blattner Laboratory
12529,b3450 mutant Biolog assay,OD600 growth,Inosine,1.01,Blattner Laboratory
12530,b3450 mutant Biolog assay,OD600 growth,L-Homoserine,0.15000000000000002,Blattner Laboratory
12531,b3450 mutant Biolog assay,OD600 growth,m-Inositol,0.605,Blattner Laboratory
12532,b3450 mutant Biolog assay,OD600 growth,L-Leucine,0.4066666666666667,Blattner Laboratory
12533,b3450 mutant Biolog assay,OD600 growth,L-Threonine,0.9499999999999998,Blattner Laboratory
12534,b3450 mutant Biolog assay,OD600 growth,Uracil,0.7999999999999999,Blattner Laboratory
12535,b3450 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.3800000000000001,Blattner Laboratory
12536,b3450 mutant Biolog assay,OD600 growth,L-Serine,1.4333333333333333,Blattner Laboratory
12537,b3450 mutant Biolog assay,OD600 growth,L-Methionine,0.7749999999999999,Blattner Laboratory
12538,b3450 mutant Biolog assay,OD600 growth,D-Serine,1.38,Blattner Laboratory
12539,b3450 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.6,Blattner Laboratory
12540,b3450 mutant Biolog assay,OD600 growth,L-Tryptophan,0.9099999999999999,Blattner Laboratory
12541,b3450 mutant Biolog assay,OD600 growth,Thymine,0.61,Blattner Laboratory
12542,b3450 mutant Biolog assay,OD600 growth,L-Ornithine,0.7399999999999999,Blattner Laboratory
12543,b3450 mutant Biolog assay,OD600 growth,L-Histidine,0.5333333333333333,Blattner Laboratory
12544,b3450 mutant Biolog assay,OD600 growth,L-Lysine,0.6033333333333333,Blattner Laboratory
12545,b3450 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.6133333333333334,Blattner Laboratory
12546,b3359 mutant Biolog assay,OD600 growth,D-Alanine,1.4433333333333334,Blattner Laboratory
12547,b3359 mutant Biolog assay,OD600 growth,L-Valine,0.24666666666666667,Blattner Laboratory
12548,b3359 mutant Biolog assay,OD600 growth,Guanine,0.815,Blattner Laboratory
12549,b3359 mutant Biolog assay,OD600 growth,Adenine,0.84,Blattner Laboratory
12550,b3359 mutant Biolog assay,OD600 growth,Thymidine,0.7666666666666666,Blattner Laboratory
12551,b3359 mutant Biolog assay,OD600 growth,L-Cysteine,1.5,Blattner Laboratory
12552,b3359 mutant Biolog assay,OD600 growth,Butyric Acid,0.87,Blattner Laboratory
12553,b3359 mutant Biolog assay,OD600 growth,Cytidine,1.72,Blattner Laboratory
12554,b3359 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.425,Blattner Laboratory
12555,b3359 mutant Biolog assay,OD600 growth,Tyramine,0.18,Blattner Laboratory
12556,b3359 mutant Biolog assay,OD600 growth,L-Alanine,1.6600000000000001,Blattner Laboratory
12557,b3359 mutant Biolog assay,OD600 growth,Cytosine,1.225,Blattner Laboratory
12558,b3359 mutant Biolog assay,OD600 growth,L-Proline,1.13,Blattner Laboratory
12559,b3359 mutant Biolog assay,OD600 growth,Uridine,0.9500000000000001,Blattner Laboratory
12560,b3359 mutant Biolog assay,OD600 growth,L-Glutamine,1.5166666666666668,Blattner Laboratory
12561,b3359 mutant Biolog assay,OD600 growth,Adenosine,1.4266666666666667,Blattner Laboratory
12562,b3359 mutant Biolog assay,OD600 growth,L-Tyrosine,0.84,Blattner Laboratory
12563,b3359 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.3199999999999998,Blattner Laboratory
12564,b3359 mutant Biolog assay,OD600 growth,L-Isoleucine,0.64,Blattner Laboratory
12565,b3359 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.16499999999999998,Blattner Laboratory
12566,b3359 mutant Biolog assay,OD600 growth,L-Arginine,0.8533333333333334,Blattner Laboratory
12567,b3359 mutant Biolog assay,OD600 growth,L-Asparagine,1.4433333333333334,Blattner Laboratory
12568,b3359 mutant Biolog assay,OD600 growth,Putrescine,0.9700000000000001,Blattner Laboratory
12569,b3359 mutant Biolog assay,OD600 growth,Guanosine,0.94,Blattner Laboratory
12570,b3359 mutant Biolog assay,OD600 growth,Glycine,0.9,Blattner Laboratory
12571,b3359 mutant Biolog assay,OD600 growth,Inosine,1.1700000000000002,Blattner Laboratory
12572,b3359 mutant Biolog assay,OD600 growth,L-Homoserine,0.255,Blattner Laboratory
12573,b3359 mutant Biolog assay,OD600 growth,m-Inositol,0.575,Blattner Laboratory
12574,b3359 mutant Biolog assay,OD600 growth,L-Leucine,0.6633333333333333,Blattner Laboratory
12575,b3359 mutant Biolog assay,OD600 growth,L-Threonine,0.67,Blattner Laboratory
12576,b3359 mutant Biolog assay,OD600 growth,Uracil,0.765,Blattner Laboratory
12577,b3359 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.8466666666666667,Blattner Laboratory
12578,b3359 mutant Biolog assay,OD600 growth,L-Serine,1.6533333333333333,Blattner Laboratory
12579,b3359 mutant Biolog assay,OD600 growth,L-Methionine,0.885,Blattner Laboratory
12580,b3359 mutant Biolog assay,OD600 growth,D-Serine,1.655,Blattner Laboratory
12581,b3359 mutant Biolog assay,OD600 growth,L-Phenylalanine,0.6966666666666667,Blattner Laboratory
12582,b3359 mutant Biolog assay,OD600 growth,L-Tryptophan,0.975,Blattner Laboratory
12583,b3359 mutant Biolog assay,OD600 growth,Thymine,0.725,Blattner Laboratory
12584,b3359 mutant Biolog assay,OD600 growth,L-Ornithine,0.8433333333333333,Blattner Laboratory
12585,b3359 mutant Biolog assay,OD600 growth,L-Histidine,0.5733333333333333,Blattner Laboratory
12586,b3359 mutant Biolog assay,OD600 growth,L-Lysine,0.82,Blattner Laboratory
12587,b3359 mutant Biolog assay,OD600 growth,L-Glutamic Acid,0.68,Blattner Laboratory
12588,b3565 mutant Biolog assay,OD600 growth,D-Alanine,1.1633333333333333,Blattner Laboratory
12589,b3565 mutant Biolog assay,OD600 growth,L-Valine,0.3066666666666667,Blattner Laboratory
12590,b3565 mutant Biolog assay,OD600 growth,Guanine,0.51,Blattner Laboratory
12591,b3565 mutant Biolog assay,OD600 growth,Adenine,0.4,Blattner Laboratory
12592,b3565 mutant Biolog assay,OD600 growth,Thymidine,0.7366666666666667,Blattner Laboratory
12593,b3565 mutant Biolog assay,OD600 growth,L-Cysteine,1.0166666666666668,Blattner Laboratory
12594,b3565 mutant Biolog assay,OD600 growth,Butyric Acid,0.305,Blattner Laboratory
12595,b3565 mutant Biolog assay,OD600 growth,Cytidine,2.225,Blattner Laboratory
12596,b3565 mutant Biolog assay,OD600 growth,D-Glucose-6-Phosphate,1.13,Blattner Laboratory
12597,b3565 mutant Biolog assay,OD600 growth,Tyramine,0.14,Blattner Laboratory
12598,b3565 mutant Biolog assay,OD600 growth,L-Alanine,0.96,Blattner Laboratory
12599,b3565 mutant Biolog assay,OD600 growth,Cytosine,0.655,Blattner Laboratory
12600,b3565 mutant Biolog assay,OD600 growth,L-Proline,0.38333333333333336,Blattner Laboratory
12601,b3565 mutant Biolog assay,OD600 growth,Uridine,0.8166666666666668,Blattner Laboratory
12602,b3565 mutant Biolog assay,OD600 growth,L-Glutamine,0.5333333333333333,Blattner Laboratory
12603,b3565 mutant Biolog assay,OD600 growth,Adenosine,1.0666666666666667,Blattner Laboratory
12604,b3565 mutant Biolog assay,OD600 growth,L-Tyrosine,0.53,Blattner Laboratory
12605,b3565 mutant Biolog assay,OD600 growth,D-Glucose-1-Phosphate,1.28,Blattner Laboratory
12606,b3565 mutant Biolog assay,OD600 growth,L-Isoleucine,0.3433333333333333,Blattner Laboratory
12607,b3565 mutant Biolog assay,OD600 growth,N-Acetyl-D-Galactosamine,0.13,Blattner Laboratory
12608,b3565 mutant Biolog assay,OD600 growth,L-Arginine,0.4633333333333334,Blattner Laboratory
12609,b3565 mutant Biolog assay,OD600 growth,L-Asparagine,0.6433333333333333,Blattner Laboratory
12610,b3565 mutant Biolog assay,OD600 growth,Putrescine,0.35666666666666663,Blattner Laboratory
12611,b3565 mutant Biolog assay,OD600 growth,Guanosine,0.47500000000000003,Blattner Laboratory
12612,b3565 mutant Biolog assay,OD600 growth,Glycine,0.51,Blattner Laboratory
12613,b3565 mutant Biolog assay,OD600 growth,Inosine,0.9899999999999999,Blattner Laboratory
12614,b3565 mutant Biolog assay,OD600 growth,L-Homoserine,0.115,Blattner Laboratory
12615,b3565 mutant Biolog assay,OD600 growth,m-Inositol,0.405,Blattner Laboratory
12616,b3565 mutant Biolog assay,OD600 growth,L-Leucine,0.4566666666666667,Blattner Laboratory
12617,b3565 mutant Biolog assay,OD600 growth,L-Threonine,0.43999999999999995,Blattner Laboratory
12618,b3565 mutant Biolog assay,OD600 growth,Uracil,0.54,Blattner Laboratory
12619,b3565 mutant Biolog assay,OD600 growth,L-Aspartic Acid,1.2766666666666666,Blattner Laboratory
12620,b3565 mutant Biolog assay,OD600 growth,L-Serine,1.03,Blattner Laboratory
12621,b3565 mutant Biolog assay,OD600 growth,L-Methionine,0.7375,Blattner Laboratory
